대상_관광지,1순위,2순위,3순위,4순위,5순위,6순위,7순위,8순위,9순위,10순위,11순위,12순위,13순위,14순위,15순위,16순위,17순위,18순위,19순위,20순위,21순위,22순위,23순위,24순위,25순위,26순위,27순위,28순위,29순위,30순위,31순위,32순위,33순위,34순위,35순위,36순위,37순위,38순위,39순위,40순위,41순위,42순위,43순위,44순위,45순위,46순위,47순위,48순위,49순위,50순위,51순위,52순위,53순위,54순위,55순위,56순위,57순위,58순위,59순위,60순위,61순위,62순위,63순위,64순위,65순위,66순위,67순위,68순위,69순위,70순위,71순위,72순위
누리마루,사상인디스테이션(0.4244),이기대도시자연공원(0.2379),국립해양박물관(0.1746),낙동강하구에코센터(0.1604),동래온천(0.1555),태종대(0.1497),흰여울문화마을(0.1481),서동미로시장(0.1308),안데르센동화마을(0.1249),구포시장(0.1222),아미르공원(0.1155),삼락생태공원(0.1138),동아대석당박물관(0.1133),야구등대(0.1007),더베이101(0.0906),아미산전망대(0.0881),UN공원(0.0848),절영해안산책로(0.0840),장안사(0.0816),강서체육공원(0.0815),다대포해수욕장(0.0803),대저생태공원(0.0792),맥도생태공원(0.0755),범어사(0.0743),해운대해수욕장(0.0710),전포카페거리(0.0701),부산항대교(0.0681),부산어촌민속관(0.0680),국제시장(0.0587),임랑해수욕장(0.0580),문화빙상센터(0.0570),벡스코(0.0487),광안대교(0.0428),구덕운동장(0.0394),송도해수욕장(0.0380),다대포꿈의낙조분수(0.0346),송도용궁구름다리(0.0329),부전마켓타운(0.0308),회동수원지(0.0274),금정산성(0.0207),을숙도(0.0154),용호만유람선(0.0120),용두산공원(0.0090),광안대교sup(0.0063),동래읍성(0.0020),송정해수욕장(-0.0022),초량이바구길(-0.0055),송상현광장(-0.0108),아홉산숲(-0.0145),보수동책방골목(-0.0178),영화의전당(-0.0205),자갈치시장(-0.0224),해운대블루라인파크(-0.0314),구덕야영장(-0.0348),비프광장(-0.0372),상해거리(-0.0377),부산프리미엄아울렛(-0.0483),부산박물관(-0.0527),감천문화마을(-0.0634),성지곡수원지(-0.0777),화명생태공원(-0.0778),황령산(-0.0970),금강공원(-0.1078),장산(-0.1093),호천마을(-0.1103),부네치아(-0.1119),오륙도스카이워크(-0.1146),영도대교(-0.1194),남항대교(-0.1229),부산치유의숲(-0.1373),일광해수욕장(-0.1527),깡깡이예술마을(-0.1621)
다대포꿈의낙조분수,동래온천(0.1261),송상현광장(0.1251),구덕운동장(0.1179),흰여울문화마을(0.1145),부산프리미엄아울렛(0.1088),오륙도스카이워크(0.0967),부네치아(0.0892),부전마켓타운(0.0887),사상인디스테이션(0.0883),야구등대(0.0828),낙동강하구에코센터(0.0624),구포시장(0.0582),감천문화마을(0.0537),맥도생태공원(0.0524),부산항대교(0.0514),대저생태공원(0.0483),화명생태공원(0.0435),전포카페거리(0.0395),동아대석당박물관(0.0392),누리마루(0.0346),송도해수욕장(0.0298),절영해안산책로(0.0294),부산박물관(0.0289),송정해수욕장(0.0276),아미르공원(0.0238),더베이101(0.0234),구덕야영장(0.0211),아미산전망대(0.0209),해운대블루라인파크(0.0208),동래읍성(0.0205),장산(0.0199),송도용궁구름다리(0.0185),광안대교sup(0.0171),장안사(0.0167),성지곡수원지(0.0144),강서체육공원(0.0116),UN공원(0.0062),광안대교(0.0017),용두산공원(0.0011),서동미로시장(0.0010),금정산성(0.0004),다대포해수욕장(-0.0017),보수동책방골목(-0.0050),회동수원지(-0.0051),깡깡이예술마을(-0.0056),국제시장(-0.0065),부산치유의숲(-0.0094),호천마을(-0.0168),일광해수욕장(-0.0223),해운대해수욕장(-0.0235),안데르센동화마을(-0.0242),임랑해수욕장(-0.0246),국립해양박물관(-0.0248),비프광장(-0.0291),영도대교(-0.0293),아홉산숲(-0.0297),상해거리(-0.0310),이기대도시자연공원(-0.0362),자갈치시장(-0.0445),을숙도(-0.0502),범어사(-0.0525),영화의전당(-0.0586),태종대(-0.0622),부산어촌민속관(-0.0675),용호만유람선(-0.0721),문화빙상센터(-0.0735),황령산(-0.0816),삼락생태공원(-0.0842),벡스코(-0.0915),남항대교(-0.0930),초량이바구길(-0.0986),금강공원(-0.1409)
다대포해수욕장,아미산전망대(0.4576),해운대해수욕장(0.3229),송도해수욕장(0.2370),사상인디스테이션(0.1794),송정해수욕장(0.1656),임랑해수욕장(0.1391),오륙도스카이워크(0.1312),태종대(0.1023),더베이101(0.0968),누리마루(0.0803),대저생태공원(0.0778),낙동강하구에코센터(0.0762),장산(0.0754),회동수원지(0.0750),장안사(0.0738),강서체육공원(0.0734),구덕운동장(0.0708),을숙도(0.0666),삼락생태공원(0.0643),동아대석당박물관(0.0564),벡스코(0.0540),금정산성(0.0504),서동미로시장(0.0470),안데르센동화마을(0.0404),송상현광장(0.0384),황령산(0.0363),전포카페거리(0.0298),아홉산숲(0.0271),국제시장(0.0267),보수동책방골목(0.0160),범어사(0.0158),비프광장(0.0151),부산어촌민속관(0.0148),야구등대(0.0091),상해거리(0.0091),일광해수욕장(0.0002),다대포꿈의낙조분수(-0.0017),부네치아(-0.0063),영도대교(-0.0113),부산박물관(-0.0167),광안대교(-0.0225),깡깡이예술마을(-0.0232),동래읍성(-0.0237),성지곡수원지(-0.0287),흰여울문화마을(-0.0344),이기대도시자연공원(-0.0350),광안대교sup(-0.0386),구덕야영장(-0.0386),자갈치시장(-0.0404),화명생태공원(-0.0426),부산치유의숲(-0.0447),아미르공원(-0.0465),해운대블루라인파크(-0.0482),영화의전당(-0.0592),송도용궁구름다리(-0.0594),구포시장(-0.0658),초량이바구길(-0.0668),감천문화마을(-0.0703),용호만유람선(-0.0712),문화빙상센터(-0.0812),맥도생태공원(-0.0828),호천마을(-0.0963),부산항대교(-0.0991),용두산공원(-0.1041),국립해양박물관(-0.1127),동래온천(-0.1216),부전마켓타운(-0.1276),남항대교(-0.1303),절영해안산책로(-0.1483),부산프리미엄아울렛(-0.1494),금강공원(-0.1721),UN공원(-0.2313)
대저생태공원,화명생태공원(0.2833),사상인디스테이션(0.2312),감천문화마을(0.2181),아홉산숲(0.1720),금정산성(0.1663),삼락생태공원(0.1628),을숙도(0.1603),오륙도스카이워크(0.1442),맥도생태공원(0.1433),부산프리미엄아울렛(0.1305),벡스코(0.1279),안데르센동화마을(0.1258),태종대(0.1240),더베이101(0.1206),강서체육공원(0.1195),국립해양박물관(0.1183),부네치아(0.1155),부산어촌민속관(0.1136),동래읍성(0.1131),동래온천(0.1114),동아대석당박물관(0.1106),비프광장(0.1085),흰여울문화마을(0.0984),해운대블루라인파크(0.0949),호천마을(0.0883),장안사(0.0839),송상현광장(0.0797),누리마루(0.0792),서동미로시장(0.0790),다대포해수욕장(0.0778),절영해안산책로(0.0704),낙동강하구에코센터(0.0656),부산항대교(0.0638),부산박물관(0.0629),깡깡이예술마을(0.0568),부전마켓타운(0.0520),해운대해수욕장(0.0494),다대포꿈의낙조분수(0.0483),아미르공원(0.0483),전포카페거리(0.0435),상해거리(0.0418),남항대교(0.0393),자갈치시장(0.0370),일광해수욕장(0.0319),영도대교(0.0313),임랑해수욕장(0.0310),초량이바구길(0.0307),광안대교(0.0244),보수동책방골목(0.0213),문화빙상센터(0.0204),송도해수욕장(0.0191),구덕운동장(0.0123),국제시장(0.0111),송정해수욕장(0.0084),이기대도시자연공원(0.0077),황령산(0.0044),회동수원지(0.0039),범어사(-0.0032),야구등대(-0.0050),광안대교sup(-0.0061),용호만유람선(-0.0078),용두산공원(-0.0247),구포시장(-0.0274),영화의전당(-0.0296),부산치유의숲(-0.0329),송도용궁구름다리(-0.0486),금강공원(-0.0559),장산(-0.0836),아미산전망대(-0.1075),성지곡수원지(-0.1158),구덕야영장(-0.1478),UN공원(-0.1631)
더베이101,해운대해수욕장(0.2001),안데르센동화마을(0.1870),태종대(0.1669),부산박물관(0.1538),용호만유람선(0.1493),성지곡수원지(0.1354),부산어촌민속관(0.1290),사상인디스테이션(0.1209),대저생태공원(0.1206),화명생태공원(0.1123),임랑해수욕장(0.1070),다대포해수욕장(0.0968),누리마루(0.0906),벡스코(0.0877),서동미로시장(0.0850),부네치아(0.0792),호천마을(0.0788),아미르공원(0.0747),부산치유의숲(0.0711),장산(0.0622),구덕운동장(0.0613),황령산(0.0601),감천문화마을(0.0574),이기대도시자연공원(0.0527),부전마켓타운(0.0504),삼락생태공원(0.0502),아미산전망대(0.0490),절영해안산책로(0.0399),흰여울문화마을(0.0398),송도용궁구름다리(0.0377),다대포꿈의낙조분수(0.0234),금정산성(0.0226),낙동강하구에코센터(0.0221),구덕야영장(0.0206),비프광장(0.0185),영화의전당(0.0164),국제시장(0.0161),범어사(0.0157),송정해수욕장(0.0113),오륙도스카이워크(0.0095),부산프리미엄아울렛(0.0073),송도해수욕장(0.0072),장안사(0.0063),동래온천(0.0059),문화빙상센터(0.0048),전포카페거리(-0.0000),회동수원지(-0.0013),맥도생태공원(-0.0084),국립해양박물관(-0.0106),영도대교(-0.0121),강서체육공원(-0.0136),구포시장(-0.0140),상해거리(-0.0150),금강공원(-0.0209),송상현광장(-0.0226),남항대교(-0.0228),아홉산숲(-0.0239),해운대블루라인파크(-0.0336),초량이바구길(-0.0415),자갈치시장(-0.0477),을숙도(-0.0488),UN공원(-0.0514),깡깡이예술마을(-0.0515),동래읍성(-0.0524),광안대교(-0.0616),야구등대(-0.0658),일광해수욕장(-0.0811),광안대교sup(-0.0878),동아대석당박물관(-0.0920),부산항대교(-0.1002),용두산공원(-0.1171),보수동책방골목(-0.1654)
동래온천,부산프리미엄아울렛(0.2521),부산항대교(0.1593),누리마루(0.1555),안데르센동화마을(0.1531),다대포꿈의낙조분수(0.1261),전포카페거리(0.1213),대저생태공원(0.1114),성지곡수원지(0.1100),금정산성(0.0953),해운대블루라인파크(0.0921),송상현광장(0.0891),국립해양박물관(0.0866),흰여울문화마을(0.0835),아미르공원(0.0742),광안대교sup(0.0711),구덕야영장(0.0711),태종대(0.0671),광안대교(0.0541),임랑해수욕장(0.0514),낙동강하구에코센터(0.0507),송도용궁구름다리(0.0343),송정해수욕장(0.0316),문화빙상센터(0.0301),부전마켓타운(0.0279),삼락생태공원(0.0210),UN공원(0.0203),구덕운동장(0.0159),동아대석당박물관(0.0149),송도해수욕장(0.0097),더베이101(0.0059),사상인디스테이션(0.0005),금강공원(-0.0033),장산(-0.0036),비프광장(-0.0044),절영해안산책로(-0.0076),일광해수욕장(-0.0087),야구등대(-0.0091),영도대교(-0.0112),서동미로시장(-0.0112),상해거리(-0.0144),영화의전당(-0.0158),맥도생태공원(-0.0269),깡깡이예술마을(-0.0286),자갈치시장(-0.0335),장안사(-0.0399),부산어촌민속관(-0.0409),오륙도스카이워크(-0.0426),부네치아(-0.0461),화명생태공원(-0.0464),동래읍성(-0.0479),호천마을(-0.0514),용두산공원(-0.0544),회동수원지(-0.0601),아미산전망대(-0.0627),용호만유람선(-0.0642),남항대교(-0.0644),아홉산숲(-0.0677),해운대해수욕장(-0.0771),벡스코(-0.0794),부산박물관(-0.0868),황령산(-0.0873),구포시장(-0.0886),강서체육공원(-0.0900),부산치유의숲(-0.0991),을숙도(-0.1001),감천문화마을(-0.1044),보수동책방골목(-0.1064),범어사(-0.1084),국제시장(-0.1177),다대포해수욕장(-0.1216),이기대도시자연공원(-0.1448),초량이바구길(-0.1516)
동래읍성,장안사(0.1922),장산(0.1779),금정산성(0.1745),황령산(0.1714),감천문화마을(0.1567),호천마을(0.1263),UN공원(0.1226),상해거리(0.1178),흰여울문화마을(0.1176),오륙도스카이워크(0.1162),대저생태공원(0.1131),용두산공원(0.1102),범어사(0.0967),강서체육공원(0.0803),부전마켓타운(0.0602),안데르센동화마을(0.0546),절영해안산책로(0.0465),부산어촌민속관(0.0448),낙동강하구에코센터(0.0325),동아대석당박물관(0.0264),다대포꿈의낙조분수(0.0205),남항대교(0.0122),보수동책방골목(0.0053),삼락생태공원(0.0047),해운대블루라인파크(0.0038),국립해양박물관(0.0031),누리마루(0.0020),송도용궁구름다리(0.0019),광안대교(0.0014),영도대교(-0.0006),아미르공원(-0.0022),아홉산숲(-0.0032),성지곡수원지(-0.0068),서동미로시장(-0.0071),송상현광장(-0.0089),아미산전망대(-0.0107),초량이바구길(-0.0107),영화의전당(-0.0123),을숙도(-0.0132),회동수원지(-0.0185),다대포해수욕장(-0.0237),구덕야영장(-0.0244),사상인디스테이션(-0.0327),부산박물관(-0.0333),태종대(-0.0355),자갈치시장(-0.0362),야구등대(-0.0400),금강공원(-0.0464),동래온천(-0.0479),국제시장(-0.0496),더베이101(-0.0524),용호만유람선(-0.0566),맥도생태공원(-0.0659),송정해수욕장(-0.0665),부산치유의숲(-0.0693),송도해수욕장(-0.0712),구포시장(-0.0725),광안대교sup(-0.0780),이기대도시자연공원(-0.0781),문화빙상센터(-0.0820),부산프리미엄아울렛(-0.0849),해운대해수욕장(-0.0977),부네치아(-0.1022),화명생태공원(-0.1123),전포카페거리(-0.1134),비프광장(-0.1232),벡스코(-0.1381),구덕운동장(-0.1412),일광해수욕장(-0.1430),깡깡이예술마을(-0.1455),임랑해수욕장(-0.1556),부산항대교(-0.2318)
동아대석당박물관,부산어촌민속관(0.2198),사상인디스테이션(0.1478),낙동강하구에코센터(0.1357),벡스코(0.1322),부산박물관(0.1139),누리마루(0.1133),대저생태공원(0.1106),오륙도스카이워크(0.1046),야구등대(0.1010),해운대블루라인파크(0.0962),전포카페거리(0.0961),을숙도(0.0957),UN공원(0.0908),태종대(0.0866),범어사(0.0834),비프광장(0.0774),회동수원지(0.0738),부산프리미엄아울렛(0.0666),안데르센동화마을(0.0634),깡깡이예술마을(0.0629),송상현광장(0.0590),다대포해수욕장(0.0564),광안대교(0.0544),장안사(0.0452),강서체육공원(0.0451),다대포꿈의낙조분수(0.0392),문화빙상센터(0.0386),남항대교(0.0322),부네치아(0.0290),서동미로시장(0.0281),송도해수욕장(0.0264),동래읍성(0.0264),부산치유의숲(0.0239),용두산공원(0.0226),금강공원(0.0201),아미산전망대(0.0194),임랑해수욕장(0.0171),동래온천(0.0149),상해거리(0.0132),송정해수욕장(0.0096),초량이바구길(0.0031),국립해양박물관(0.0027),해운대해수욕장(0.0012),보수동책방골목(-0.0015),장산(-0.0015),아홉산숲(-0.0033),부산항대교(-0.0049),용호만유람선(-0.0054),아미르공원(-0.0080),영도대교(-0.0095),성지곡수원지(-0.0104),국제시장(-0.0169),일광해수욕장(-0.0204),영화의전당(-0.0271),부전마켓타운(-0.0322),구포시장(-0.0384),금정산성(-0.0466),화명생태공원(-0.0468),광안대교sup(-0.0471),호천마을(-0.0487),구덕운동장(-0.0526),맥도생태공원(-0.0575),흰여울문화마을(-0.0656),절영해안산책로(-0.0685),삼락생태공원(-0.0699),송도용궁구름다리(-0.0764),이기대도시자연공원(-0.0791),자갈치시장(-0.0810),황령산(-0.0853),더베이101(-0.0920),감천문화마을(-0.1106),구덕야영장(-0.1163)
맥도생태공원,삼락생태공원(0.5003),을숙도(0.3497),국립해양박물관(0.1959),흰여울문화마을(0.1705),화명생태공원(0.1659),대저생태공원(0.1433),아미르공원(0.1381),호천마을(0.1208),낙동강하구에코센터(0.1065),금정산성(0.0987),상해거리(0.0898),태종대(0.0873),서동미로시장(0.0769),누리마루(0.0755),구포시장(0.0733),국제시장(0.0715),감천문화마을(0.0714),남항대교(0.0709),야구등대(0.0674),부전마켓타운(0.0618),사상인디스테이션(0.0576),다대포꿈의낙조분수(0.0524),구덕운동장(0.0523),회동수원지(0.0499),부네치아(0.0485),오륙도스카이워크(0.0435),비프광장(0.0418),장산(0.0314),부산항대교(0.0290),송도용궁구름다리(0.0238),송상현광장(0.0116),전포카페거리(0.0099),용호만유람선(0.0084),벡스코(0.0063),광안대교sup(0.0022),문화빙상센터(-0.0047),강서체육공원(-0.0056),더베이101(-0.0084),깡깡이예술마을(-0.0090),황령산(-0.0093),보수동책방골목(-0.0093),절영해안산책로(-0.0116),부산어촌민속관(-0.0128),영도대교(-0.0209),초량이바구길(-0.0254),동래온천(-0.0269),임랑해수욕장(-0.0270),성지곡수원지(-0.0277),해운대블루라인파크(-0.0364),용두산공원(-0.0382),이기대도시자연공원(-0.0391),자갈치시장(-0.0462),장안사(-0.0464),송도해수욕장(-0.0540),UN공원(-0.0570),동아대석당박물관(-0.0575),범어사(-0.0643),동래읍성(-0.0659),아미산전망대(-0.0692),금강공원(-0.0718),안데르센동화마을(-0.0725),광안대교(-0.0744),부산프리미엄아울렛(-0.0806),다대포해수욕장(-0.0828),부산박물관(-0.0905),영화의전당(-0.1220),일광해수욕장(-0.1326),아홉산숲(-0.1394),구덕야영장(-0.1602),송정해수욕장(-0.1624),해운대해수욕장(-0.1919),부산치유의숲(-0.2809)
문화빙상센터,벡스코(0.2369),국립해양박물관(0.1819),낙동강하구에코센터(0.1413),금정산성(0.1305),사상인디스테이션(0.1236),부산어촌민속관(0.1224),태종대(0.1181),오륙도스카이워크(0.1164),부산프리미엄아울렛(0.1023),장산(0.0959),성지곡수원지(0.0936),아미르공원(0.0845),이기대도시자연공원(0.0671),해운대블루라인파크(0.0613),화명생태공원(0.0590),누리마루(0.0570),부산박물관(0.0534),강서체육공원(0.0533),광안대교sup(0.0528),용호만유람선(0.0483),안데르센동화마을(0.0416),송상현광장(0.0401),부네치아(0.0400),동아대석당박물관(0.0386),구포시장(0.0363),구덕운동장(0.0350),삼락생태공원(0.0307),동래온천(0.0301),회동수원지(0.0297),자갈치시장(0.0291),흰여울문화마을(0.0271),송도용궁구름다리(0.0239),대저생태공원(0.0204),영화의전당(0.0181),호천마을(0.0158),용두산공원(0.0146),영도대교(0.0136),더베이101(0.0048),송도해수욕장(0.0024),일광해수욕장(0.0003),상해거리(-0.0031),맥도생태공원(-0.0047),남항대교(-0.0075),UN공원(-0.0082),부산치유의숲(-0.0091),범어사(-0.0107),금강공원(-0.0113),서동미로시장(-0.0130),초량이바구길(-0.0169),아홉산숲(-0.0185),감천문화마을(-0.0216),을숙도(-0.0229),해운대해수욕장(-0.0230),부전마켓타운(-0.0245),황령산(-0.0347),절영해안산책로(-0.0417),야구등대(-0.0430),보수동책방골목(-0.0434),구덕야영장(-0.0533),비프광장(-0.0660),전포카페거리(-0.0698),다대포꿈의낙조분수(-0.0735),임랑해수욕장(-0.0739),아미산전망대(-0.0755),다대포해수욕장(-0.0812),동래읍성(-0.0820),국제시장(-0.0831),광안대교(-0.0849),부산항대교(-0.0933),깡깡이예술마을(-0.1000),송정해수욕장(-0.1001),장안사(-0.1125)
범어사,장안사(0.5371),금강공원(0.2240),태종대(0.1690),남항대교(0.1445),성지곡수원지(0.1425),상해거리(0.1327),낙동강하구에코센터(0.1250),안데르센동화마을(0.1071),강서체육공원(0.1021),동래읍성(0.0967),장산(0.0937),동아대석당박물관(0.0834),아홉산숲(0.0770),누리마루(0.0743),해운대해수욕장(0.0715),용두산공원(0.0602),부전마켓타운(0.0602),국제시장(0.0585),해운대블루라인파크(0.0561),회동수원지(0.0536),부산어촌민속관(0.0477),금정산성(0.0425),흰여울문화마을(0.0395),호천마을(0.0352),송도해수욕장(0.0315),송정해수욕장(0.0224),사상인디스테이션(0.0211),아미산전망대(0.0196),절영해안산책로(0.0194),다대포해수욕장(0.0158),더베이101(0.0157),부산박물관(0.0130),송도용궁구름다리(0.0122),부산치유의숲(0.0022),삼락생태공원(-0.0015),대저생태공원(-0.0032),벡스코(-0.0091),문화빙상센터(-0.0107),을숙도(-0.0134),초량이바구길(-0.0140),광안대교(-0.0172),오륙도스카이워크(-0.0173),감천문화마을(-0.0205),일광해수욕장(-0.0241),구덕운동장(-0.0270),임랑해수욕장(-0.0276),서동미로시장(-0.0354),용호만유람선(-0.0356),부네치아(-0.0406),구포시장(-0.0442),아미르공원(-0.0458),보수동책방골목(-0.0493),UN공원(-0.0517),다대포꿈의낙조분수(-0.0525),맥도생태공원(-0.0643),전포카페거리(-0.0649),황령산(-0.0762),야구등대(-0.0766),이기대도시자연공원(-0.0847),비프광장(-0.0994),광안대교sup(-0.1012),동래온천(-0.1084),화명생태공원(-0.1088),구덕야영장(-0.1152),부산항대교(-0.1191),영화의전당(-0.1226),영도대교(-0.1228),국립해양박물관(-0.1332),자갈치시장(-0.1462),송상현광장(-0.1568),깡깡이예술마을(-0.1649),부산프리미엄아울렛(-0.1659)
벡스코,부산어촌민속관(0.4756),국립해양박물관(0.3245),문화빙상센터(0.2369),영화의전당(0.2155),낙동강하구에코센터(0.1768),부산박물관(0.1698),자갈치시장(0.1683),장산(0.1639),야구등대(0.1621),용호만유람선(0.1581),강서체육공원(0.1478),동아대석당박물관(0.1322),대저생태공원(0.1279),구덕야영장(0.1255),화명생태공원(0.1249),부산치유의숲(0.1247),오륙도스카이워크(0.1180),사상인디스테이션(0.1172),금정산성(0.1139),안데르센동화마을(0.1081),아미르공원(0.0964),비프광장(0.0923),해운대해수욕장(0.0893),용두산공원(0.0883),태종대(0.0882),더베이101(0.0877),깡깡이예술마을(0.0863),성지곡수원지(0.0859),아홉산숲(0.0777),광안대교sup(0.0776),삼락생태공원(0.0599),을숙도(0.0556),서동미로시장(0.0551),다대포해수욕장(0.0540),상해거리(0.0527),영도대교(0.0526),호천마을(0.0515),송상현광장(0.0513),누리마루(0.0487),금강공원(0.0426),아미산전망대(0.0390),구덕운동장(0.0352),감천문화마을(0.0330),UN공원(0.0327),광안대교(0.0313),해운대블루라인파크(0.0204),구포시장(0.0140),부산프리미엄아울렛(0.0132),회동수원지(0.0117),일광해수욕장(0.0112),부산항대교(0.0099),보수동책방골목(0.0078),맥도생태공원(0.0063),송도용궁구름다리(0.0025),송도해수욕장(-0.0071),황령산(-0.0088),범어사(-0.0091),초량이바구길(-0.0132),이기대도시자연공원(-0.0188),부전마켓타운(-0.0196),국제시장(-0.0213),전포카페거리(-0.0557),흰여울문화마을(-0.0674),절영해안산책로(-0.0701),남항대교(-0.0754),장안사(-0.0783),동래온천(-0.0794),다대포꿈의낙조분수(-0.0915),송정해수욕장(-0.1275),동래읍성(-0.1381),부네치아(-0.1466),임랑해수욕장(-0.1504)
보수동책방골목,국제시장(0.2602),전포카페거리(0.2598),사상인디스테이션(0.2049),흰여울문화마을(0.1817),초량이바구길(0.1733),깡깡이예술마을(0.1655),국립해양박물관(0.1164),이기대도시자연공원(0.0984),해운대블루라인파크(0.0873),송도용궁구름다리(0.0868),성지곡수원지(0.0818),오륙도스카이워크(0.0688),태종대(0.0669),회동수원지(0.0655),서동미로시장(0.0651),UN공원(0.0618),장안사(0.0472),삼락생태공원(0.0428),야구등대(0.0417),비프광장(0.0382),안데르센동화마을(0.0363),광안대교(0.0351),일광해수욕장(0.0258),아미르공원(0.0214),대저생태공원(0.0213),황령산(0.0212),다대포해수욕장(0.0160),구덕운동장(0.0157),부네치아(0.0149),아홉산숲(0.0132),호천마을(0.0131),금강공원(0.0098),자갈치시장(0.0098),벡스코(0.0078),절영해안산책로(0.0055),동래읍성(0.0053),낙동강하구에코센터(0.0020),동아대석당박물관(-0.0015),영화의전당(-0.0041),다대포꿈의낙조분수(-0.0050),부산치유의숲(-0.0073),맥도생태공원(-0.0093),장산(-0.0134),강서체육공원(-0.0168),누리마루(-0.0178),광안대교sup(-0.0194),구덕야영장(-0.0222),부산박물관(-0.0223),아미산전망대(-0.0249),송정해수욕장(-0.0266),부산어촌민속관(-0.0343),구포시장(-0.0361),용두산공원(-0.0405),문화빙상센터(-0.0434),부산항대교(-0.0442),을숙도(-0.0472),범어사(-0.0493),용호만유람선(-0.0552),해운대해수욕장(-0.0567),영도대교(-0.0602),감천문화마을(-0.0714),남항대교(-0.0725),부산프리미엄아울렛(-0.0747),송도해수욕장(-0.0755),상해거리(-0.0814),송상현광장(-0.0848),임랑해수욕장(-0.0901),금정산성(-0.0987),동래온천(-0.1064),부전마켓타운(-0.1067),화명생태공원(-0.1582),더베이101(-0.1654)
부네치아,사상인디스테이션(0.2466),흰여울문화마을(0.2083),안데르센동화마을(0.2004),성지곡수원지(0.1409),화명생태공원(0.1353),대저생태공원(0.1155),임랑해수욕장(0.1019),UN공원(0.1007),감천문화마을(0.1000),용두산공원(0.0919),다대포꿈의낙조분수(0.0892),깡깡이예술마을(0.0881),더베이101(0.0792),광안대교(0.0772),태종대(0.0716),자갈치시장(0.0648),부산항대교(0.0624),삼락생태공원(0.0608),아미르공원(0.0596),호천마을(0.0515),상해거리(0.0490),맥도생태공원(0.0485),초량이바구길(0.0476),회동수원지(0.0472),일광해수욕장(0.0406),문화빙상센터(0.0400),부산어촌민속관(0.0339),국립해양박물관(0.0333),장안사(0.0327),국제시장(0.0321),동아대석당박물관(0.0290),아미산전망대(0.0290),구덕운동장(0.0263),부산치유의숲(0.0257),절영해안산책로(0.0226),오륙도스카이워크(0.0201),구덕야영장(0.0201),용호만유람선(0.0199),보수동책방골목(0.0149),송상현광장(0.0135),남항대교(0.0122),비프광장(0.0102),전포카페거리(0.0043),부산프리미엄아울렛(-0.0043),다대포해수욕장(-0.0063),낙동강하구에코센터(-0.0075),광안대교sup(-0.0101),송도해수욕장(-0.0102),부산박물관(-0.0124),야구등대(-0.0137),금강공원(-0.0152),부전마켓타운(-0.0171),강서체육공원(-0.0287),아홉산숲(-0.0369),범어사(-0.0406),영도대교(-0.0420),동래온천(-0.0461),금정산성(-0.0472),을숙도(-0.0501),서동미로시장(-0.0667),구포시장(-0.0743),송도용궁구름다리(-0.0853),해운대블루라인파크(-0.0868),송정해수욕장(-0.0878),동래읍성(-0.1022),누리마루(-0.1119),황령산(-0.1120),장산(-0.1125),이기대도시자연공원(-0.1285),벡스코(-0.1466),영화의전당(-0.1635),해운대해수욕장(-0.1860)
부산박물관,화명생태공원(0.3207),낙동강하구에코센터(0.2696),사상인디스테이션(0.2462),부산어촌민속관(0.1972),구덕운동장(0.1775),벡스코(0.1698),장안사(0.1582),더베이101(0.1538),구덕야영장(0.1536),금강공원(0.1495),부산치유의숲(0.1466),임랑해수욕장(0.1433),오륙도스카이워크(0.1424),초량이바구길(0.1283),일광해수욕장(0.1242),UN공원(0.1221),남항대교(0.1191),동아대석당박물관(0.1139),아홉산숲(0.0951),황령산(0.0765),태종대(0.0746),깡깡이예술마을(0.0723),부전마켓타운(0.0697),영도대교(0.0657),야구등대(0.0645),대저생태공원(0.0629),장산(0.0625),비프광장(0.0621),전포카페거리(0.0617),절영해안산책로(0.0600),자갈치시장(0.0593),문화빙상센터(0.0534),국제시장(0.0454),송정해수욕장(0.0441),강서체육공원(0.0422),광안대교(0.0381),감천문화마을(0.0356),성지곡수원지(0.0336),을숙도(0.0308),해운대해수욕장(0.0296),다대포꿈의낙조분수(0.0289),용호만유람선(0.0255),안데르센동화마을(0.0240),서동미로시장(0.0202),금정산성(0.0154),구포시장(0.0134),범어사(0.0130),상해거리(0.0053),이기대도시자연공원(0.0035),용두산공원(0.0029),흰여울문화마을(0.0008),아미산전망대(-0.0034),송도해수욕장(-0.0060),부네치아(-0.0124),다대포해수욕장(-0.0167),송상현광장(-0.0169),해운대블루라인파크(-0.0172),보수동책방골목(-0.0223),광안대교sup(-0.0276),동래읍성(-0.0333),국립해양박물관(-0.0429),삼락생태공원(-0.0470),부산프리미엄아울렛(-0.0497),누리마루(-0.0527),부산항대교(-0.0600),회동수원지(-0.0618),영화의전당(-0.0650),아미르공원(-0.0702),호천마을(-0.0749),동래온천(-0.0868),맥도생태공원(-0.0905),송도용궁구름다리(-0.1423)
